year,survey_id,cap_subtopic,count,share,sample_size
2001,3555,1200,254,0.02444658325312801,10390
2001,3554,1208,163,0.014440113394755493,11288
2001,3555,1208,92,0.008854667949951878,10390
2001,3554,1302,39,0.0034549964564138907,11288
2001,3555,1302,27,0.002598652550529355,10390
2001,3554,1303,414,0.03667611622962438,11288
2001,3555,1303,163,0.015688161693936477,10390
2001,3554,1400,5,4.429482636428065e-4,11288
2001,3555,1400,4,3.8498556304138594e-4,10390
2001,3554,1599,2,1.7717930545712261e-4,11288
2001,3555,1599,2,1.9249278152069297e-4,10390
2001,3554,1602,333,0.029500354358610915,11288
2001,3555,1602,225,0.02165543792107796,10390
2001,3554,1798,11,9.744861800141744e-4,11288
2001,3555,1798,1,9.624639076034648e-5,10390
2001,3554,1900,217,0.019223954642097803,11288
2001,3555,1900,308,0.02964388835418672,10390
2001,3554,1908,6,5.315379163713678e-4,11288
2001,3555,1908,1,9.624639076034648e-5,10390
2001,3554,1910,174,0.015414599574769667,11288
2001,3555,1910,182,0.01751684311838306,10390
2001,3554,1920,3,2.657689581856839e-4,11288
2001,3555,1920,1,9.624639076034648e-5,10390
2001,3554,1927,640,0.05669737774627923,11288
2001,3555,1927,542,0.0521655437921078,10390
2001,3554,2010,13,0.001151665485471297,11288
2001,3555,2010,13,0.0012512030798845044,10390
2001,3554,2011,10,8.85896527285613e-4,11288
2001,3555,2011,7,6.737247353224255e-4,10390
2001,3554,2400,23,0.00203756201275691,11288
2001,3555,2400,11,0.0010587102983638113,10390
2001,3554,2500,30,0.002657689581856839,11288
2001,3555,2500,165,0.01588065447545717,10390
2002,3849,99,194,0.015092578185778745,12854
2002,3850,99,111,0.009777151413723244,11353
2002,3849,100,1034,0.08044188579430528,12854
2002,3850,100,622,0.05478728089491764,11353
2002,3849,101,300,0.023339038431616617,12854
2002,3850,101,228,0.02008279749845856,11353
2002,3849,103,7913,0.6156060370312744,12854
2002,3850,103,8097,0.7132035585307848,11353
2002,3849,105,124,0.009646802551734869,12854
2002,3850,105,57,0.00502069937461464,11353
2002,3849,107,281,0.021860899330947564,12854
2002,3850,107,147,0.012948119439795649,11353
2002,3849,200,705,0.05484674031429905,12854
2002,3850,200,459,0.040429842332423145,11353
2002,3849,201,5,3.8898397386027695e-4,12854
2002,3850,201,1,8.808244516867788e-5,11353
2002,3849,209,50,0.0038898397386027696,12854
2002,3850,209,17,0.001497401567867524,11353
2002,3849,230,364,0.028318033297028162,12854
2002,3850,230,99,0.00872016207169911,11353
2002,3849,300,84,0.006534930760852653,12854
2002,3850,300,44,0.003875627587421827,11353
2002,3849,400,13,0.0010113583320367201,12854
2002,3850,400,4,3.5232978067471153e-4,11353
2002,3849,403,1,7.779679477205539e-5,12854
2002,3850,403,1,8.808244516867788e-5,11353
2002,3849,405,1,7.779679477205539e-5,12854
2002,3849,500,26,0.0020227166640734403,12854
2002,3850,500,32,0.0028186382453976922,11353
2002,3849,599,19,0.0014781391006690524,12854
2002,3850,599,18,0.001585484013036202,11353
2002,3849,602,210,0.016337326902131633,12854
2002,3850,602,87,0.007663172729674976,11353
2002,3849,700,115,0.00894663139878637,12854
2002,3850,700,35,0.0030828855809037258,11353
2002,3849,799,246,0.019138011513925628,12854
2002,3850,799,353,0.03109310314454329,11353
2002,3849,801,5,3.8898397386027695e-4,12854
2002,3849,1002,11,8.557647424926093e-4,12854
2002,3850,1002,9,7.92742006518101e-4,11353
2002,3849,1200,172,0.013381048700793527,12854
2002,3850,1200,101,0.008896326962036466,11353
2002,3849,1208,169,0.013147658316477361,12854
2002,3850,1208,99,0.00872016207169911,11353
2002,3849,1302,45,0.0035008557647424926,12854
2002,3850,1302,31,0.0027305558002290145,11353
2002,3849,1303,161,0.012525283958300918,12854
2002,3850,1303,99,0.00872016207169911,11353
2002,3849,1400,7,5.445775634043878e-4,12854
2002,3850,1400,1,8.808244516867788e-5,11353
2002,3849,1507,1,7.779679477205539e-5,12854
2002,3849,1602,49,0.003812042943830714,12854
2002,3850,1602,32,0.0028186382453976922,11353
2002,3849,1707,7,5.445775634043878e-4,12854
2002,3850,1707,5,4.404122258433894e-4,11353
2002,3849,1900,179,0.013925626264197915,12854
2002,3850,1900,228,0.02008279749845856,11353
2002,3849,1908,1,7.779679477205539e-5,12854
2002,3850,1908,1,8.808244516867788e-5,11353
2002,3849,1910,168,0.013069861521705306,12854
2002,3850,1910,135,0.011891130097771515,11353
2002,3849,1916,2,1.5559358954411078e-4,12854
2002,3849,1920,52,0.0040454333281468805,12854
2002,3850,1920,54,0.004756452039108606,11353
2002,3849,1927,84,0.006534930760852653,12854
2002,3850,1927,36,0.003170968026072404,11353
2002,3849,2010,41,0.003189668585654271,12854
2002,3850,2010,7,6.165771161807451e-4,11353
2002,3849,2500,15,0.0011669519215808308,12854
2002,3850,2500,103,0.009072491852373821,11353
2003,4003,99,183,0.014839442101848848,12332
2003,4004,99,374,0.021047892396870955,17769
2003,4003,100,934,0.0757379176127149,12332
2003,4004,100,1723,0.09696662727221565,17769
2003,4003,101,172,0.013947453778786896,12332
2003,4004,101,382,0.021498114694130228,17769
2003,4003,103,7967,0.6460428154395069,12332
2003,4004,103,10213,0.5747650402386179,17769
2003,4003,105,118,0.009568602011028219,12332
2003,4004,105,319,0.01795261410321346,17769
2003,4003,107,237,0.019218293869607526,12332
2003,4004,107,508,0.028589115875963758,17769
2003,4003,200,608,0.04930262731106066,12332
2003,4004,200,1110,0.06246834374472396,17769
2003,4003,201,1,8.10898475510866e-5,12332
2003,4003,209,6,4.8653908530651963e-4,12332
2003,4004,209,16,9.004445945185436e-4,17769
2003,4003,230,35,0.002838144664288031,12332
2003,4004,230,132,0.007428667904777984,17769
2003,4003,300,257,0.020840090820629258,12332
2003,4004,300,393,0.022117170352861724,17769
2003,4003,331,1,8.10898475510866e-5,12332
2003,4004,331,6,3.3766672294445384e-4,17769
2003,4004,400,5,2.8138893578704484e-4,17769
2003,4003,500,15,0.001216347713266299,12332
2003,4004,500,30,0.0016883336147222692,17769
2003,4003,504,6,4.8653908530651963e-4,12332
2003,4004,504,11,6.190556587314987e-4,17769
2003,4003,602,62,0.0050275705481673694,12332
2003,4004,602,142,0.007991445776352074,17769
2003,4003,700,14,0.0011352578657152124,12332
2003,4004,700,43,0.0024199448477685856,17769
2003,4003,799,1,8.10898475510866e-5,12332
2003,4004,801,1,5.6277787157408974e-5,17769
2003,4003,1002,6,4.8653908530651963e-4,12332
2003,4004,1002,9,5.065000844166807e-4,17769
2003,4003,1200,31,0.0025137852740836847,12332
2003,4004,1200,49,0.0027576115707130394,17769
2003,4003,1208,77,0.006243918261433668,12332
2003,4004,1208,123,0.006922167820361303,17769
2003,4003,1302,151,0.012244566980214077,12332
2003,4004,1302,286,0.016095447127018967,17769
2003,4003,1303,363,0.029435614661044437,12332
2003,4004,1303,655,0.036861950588102876,17769
2003,4003,1400,1,8.10898475510866e-5,12332
2003,4004,1400,3,1.6883336147222692e-4,17769
2003,4003,1602,4,3.243593902043464e-4,12332
2003,4004,1602,5,2.8138893578704484e-4,17769
2003,4003,1900,212,0.01719104768083036,12332
2003,4004,1900,153,0.008610501435083573,17769
2003,4004,1908,1,5.6277787157408974e-5,17769
2003,4004,1910,2,1.1255557431481795e-4,17769
2003,4003,1916,7,5.676289328576062e-4,12332
2003,4004,1916,15,8.441668073611346e-4,17769
2003,4003,1920,646,0.052384041518001946,12332
2003,4004,1920,728,0.04097022905059373,17769
2003,4003,1927,16,0.0012974375608173856,12332
2003,4004,1927,11,6.190556587314987e-4,17769
2003,4003,2011,164,0.013298734998378203,12332
2003,4004,2011,312,0.0175586695931116,17769
2003,4003,2500,37,0.003000324359390204,12332
2003,4004,2500,9,5.065000844166807e-4,17769
2004,4223,99,221,0.018204283360790774,12140
2004,4224,99,455,0.025767357571638918,17658
2004,4223,100,822,0.067710049423393745,12140
2004,4224,100,1517,0.08591006909049723,17658
2004,4223,101,197,0.016227347611202637,12140
2004,4224,101,407,0.023049042926718766,17658
2004,4223,103,1609,0.13253706754530478,12140
2004,4224,103,1955,0.11071469022539358,17658
2004,4223,105,102,0.008401976935749587,12140
2004,4224,105,314,0.017782308302185978,17658
2004,4223,107,93,0.007660626029654036,12140
2004,4224,107,332,0.018801676294031035,17658
2004,4223,200,614,0.05057660626029654,12140
2004,4224,200,1214,0.06875070789443878,17658
2004,4224,207,4,2.2652622041001246e-4,17658
2004,4223,209,19,0.0015650741350906096,12140
2004,4224,209,41,0.0023218937592026276,17658
2004,4223,230,64,0.005271828665568369,12140
2004,4224,230,256,0.014497678106240797,17658
2004,4223,300,404,0.03327841845140033,12140
2004,4224,300,558,0.03160040774719674,17658
2004,4224,400,5,2.8315777551251556e-4,17658
2004,4223,500,6564,0.5406919275123558,12140
2004,4224,500,8479,0.4801789557141239,17658
2004,4223,504,1,8.237232289950576e-5,12140
2004,4224,504,3,1.6989466530750936e-4,17658
2004,4223,602,124,0.010214168039538715,12140
2004,4224,602,200,0.011326311020500622,17658
2004,4223,700,7,5.766062602965404e-4,12140
2004,4224,700,34,0.001925472873485106,17658
2004,4223,801,3,2.471169686985173e-4,12140
2004,4224,801,10,5.663155510250311e-4,17658
2004,4223,1002,5,4.1186161449752884e-4,12140
2004,4224,1002,14,7.928417714350436e-4,17658
2004,4223,1200,56,0.004612850082372323,12140
2004,4224,1200,77,0.00436062974289274,17658
2004,4223,1208,80,0.006589785831960461,12140
2004,4224,1208,175,0.009910522142938045,17658
2004,4223,1302,511,0.04209225700164745,12140
2004,4224,1302,430,0.02435156869407634,17658
2004,4223,1303,258,0.021252059308072488,12140
2004,4224,1303,521,0.029505040208404124,17658
2004,4223,1400,1,8.237232289950576e-5,12140
2004,4224,1400,3,1.6989466530750936e-4,17658
2004,4223,1507,1,8.237232289950576e-5,12140
2004,4224,1507,4,2.2652622041001246e-4,17658
2004,4223,1900,81,0.006672158154859967,12140
2004,4224,1900,63,0.003567787971457696,17658
2004,4223,1910,8,6.589785831960461e-4,12140
2004,4224,1910,24,0.0013591573224600749,17658
2004,4224,1916,1,5.6631555102503115e-5,17658
2004,4224,1919,2,1.1326311020500623e-4,17658
2004,4223,1920,9,7.413509060955519e-4,12140
2004,4224,1920,22,0.0012458942122550686,17658
2004,4223,1927,26,0.00214168039538715,12140
2004,4224,1927,61,0.00345452486125269,17658
2004,4223,2002,18,0.0014827018121911038,12140
2004,4224,2002,27,0.0015290519877675841,17658
2004,4223,2011,232,0.019110378912685338,12140
2004,4224,2011,425,0.024068410918563824,17658
2004,4223,2099,3,2.471169686985173e-4,12140
2004,4224,2099,19,0.001075999546947559,17658
2004,4223,2500,7,5.766062602965404e-4,12140
2004,4224,2500,6,3.397893306150187e-4,17658
2005,4258,99,269,0.016347614706776054,16455
2005,4259,99,542,0.022620090981177746,23961
2005,4258,100,880,0.053479185657854755,16455
2005,4259,100,1452,0.06059847251784149,23961
2005,4258,101,200,0.012154360376785172,16455
2005,4259,101,422,0.017611952756562747,23961
2005,4258,103,12631,0.7676086295958675,16455
2005,4259,103,17346,0.7239263803680982,23961
2005,4258,105,125,0.007596475235490732,16455
2005,4259,105,371,0.015483494011101374,23961
2005,4258,107,91,0.005530233971437253,16455
2005,4259,107,234,0.00976586953799925,23961
2005,4258,200,705,0.04284412032816773,16455
2005,4259,200,1191,0.04970577187930387,23961
2005,4258,207,1,6.0771801883925856e-5,16455
2005,4258,209,19,0.0011546642357945912,16455
2005,4259,209,20,8.346897041024999e-4,23961
2005,4258,230,48,0.0029170464904284413,16455
2005,4259,230,171,0.0071365969700763745,23961
2005,4258,300,95,0.005773321178972957,16455
2005,4259,300,112,0.004674262342973999,23961
2005,4258,331,4,2.4308720753570342e-4,16455
2005,4259,331,5,2.0867242602562499e-4,23961
2005,4259,400,6,2.5040691123075e-4,23961
2005,4258,403,1,6.0771801883925856e-5,16455
2005,4259,403,1,4.1734485205125e-5,23961
2005,4258,500,31,0.0018839258584017016,16455
2005,4259,500,61,0.0025458035975126246,23961
2005,4259,504,5,2.0867242602562499e-4,23961
2005,4258,602,99,0.00601640838650866,16455
2005,4259,602,235,0.009807604023204373,23961
2005,4258,801,23,0.0013977514433302948,16455
2005,4259,801,64,0.002671007053128,23961
2005,4258,1002,4,2.4308720753570342e-4,16455
2005,4259,1002,9,3.7561036684612495e-4,23961
2005,4258,1200,32,0.0019446976602856274,16455
2005,4259,1200,49,0.002044989775051125,23961
2005,4258,1208,101,0.006137951990276512,16455
2005,4259,1208,224,0.009348524685947998,23961
2005,4258,1302,317,0.019264661197204498,16455
2005,4259,1302,266,0.011101373064563248,23961
2005,4258,1303,193,0.01172895776359769,16455
2005,4259,1303,353,0.014732273277409122,23961
2005,4258,1400,1,6.0771801883925856e-5,16455
2005,4259,1400,1,4.1734485205125e-5,23961
2005,4258,1900,76,0.004618656943178365,16455
2005,4259,1900,50,0.0020867242602562496,23961
2005,4258,1910,8,4.8617441507140685e-4,16455
2005,4259,1910,14,5.842827928717499e-4,23961
2005,4258,1919,14,8.50805226374962e-4,16455
2005,4259,1919,25,0.0010433621301281248,23961
2005,4258,1920,3,1.8231540565177758e-4,16455
2005,4259,1920,6,2.5040691123075e-4,23961
2005,4258,1927,5,3.0385900941962927e-4,16455
2005,4259,1927,14,5.842827928717499e-4,23961
2005,4258,1929,1,6.0771801883925856e-5,16455
2005,4259,1929,2,8.346897041025e-5,23961
2005,4258,2002,47,0.0028562746885445155,16455
2005,4259,2002,55,0.0022953966862818745,23961
2005,4258,2011,73,0.004436341537526587,16455
2005,4259,2011,150,0.00626017278076875,23961
2005,4258,2012,358,0.021756305074445457,16455
2005,4259,2012,505,0.021075915028588122,23961
2006,4550,99,334,0.028895233151656718,11559
2006,4551,99,189,0.011367737278960665,16626
2006,4550,100,510,0.044121463794445884,11559
2006,4551,100,747,0.044929628293035005,16626
2006,4550,101,188,0.01626438273207025,11559
2006,4551,101,308,0.018525201491639602,16626
2006,4550,105,70,0.0060558871874729645,11559
2006,4551,105,216,0.012991699747383616,16626
2006,4550,107,181,0.01565879401332295,11559
2006,4551,107,360,0.021652832912306026,16626
2006,4550,200,412,0.03564322173198373,11559
2006,4551,200,751,0.04517021532539396,16626
2006,4550,207,7,6.055887187472965e-4,11559
2006,4551,207,21,0.0012630819198845183,16626
2006,4550,209,28,0.002422354874989186,11559
2006,4551,209,29,0.0017442559846024299,16626
2006,4550,230,85,0.007353577299074314,11559
2006,4551,230,292,0.017562853362203777,16626
2006,4550,300,395,0.034172506272168876,11559
2006,4551,300,909,0.054673403103572715,16626
2006,4550,331,16,0.0013842027857081062,11559
2006,4551,331,38,0.0022855768074100807,16626
2006,4550,400,2,1.7302534821351327e-4,11559
2006,4551,400,1,6.014675808973896e-5,16626
2006,4550,403,1,8.651267410675664e-5,11559
2006,4551,403,5,3.007337904486948e-4,16626
2006,4550,500,8182,0.7078466995414828,11559
2006,4551,500,10789,0.6489233730301937,16626
2006,4550,504,3,2.595380223202699e-4,11559
2006,4551,504,16,9.623481294358234e-4,16626
2006,4550,602,155,0.01340946448654728,11559
2006,4551,602,278,0.01672079874894743,16626
2006,4550,700,5,4.325633705337832e-4,11559
2006,4551,700,11,6.616143389871286e-4,16626
2006,4550,799,14,0.001211177437494593,11559
2006,4551,799,44,0.0026464573559485142,16626
2006,4550,801,2,1.7302534821351327e-4,11559
2006,4551,801,13,7.819078551666066e-4,16626
2006,4550,1002,5,4.325633705337832e-4,11559
2006,4551,1002,9,5.413208228076507e-4,16626
2006,4550,1200,48,0.004152608357124318,11559
2006,4551,1200,78,0.004691447130999639,16626
2006,4550,1208,181,0.01565879401332295,11559
2006,4551,1208,310,0.01864549500781908,16626
2006,4550,1302,124,0.010727571589237823,11559
2006,4551,1302,164,0.00986406832671719,16626
2006,4550,1303,204,0.017648585517778353,11559
2006,4551,1303,450,0.027066041140382534,16626
2006,4550,1400,5,4.325633705337832e-4,11559
2006,4551,1400,1,6.014675808973896e-5,16626
2006,4550,1602,19,0.001643740808028376,11559
2006,4551,1602,45,0.0027066041140382533,16626
2006,4550,1605,18,0.0015572281339216196,11559
2006,4551,1605,17,0.0010224948875255625,16626
2006,4550,1707,109,0.009429881477636473,11559
2006,4551,1707,184,0.01106700348851197,16626
2006,4550,1900,84,0.007267064624967558,11559
2006,4551,1900,80,0.004811740647179117,16626
2006,4550,1910,3,2.595380223202699e-4,11559
2006,4551,1910,6,3.6088054853843375e-4,16626
2006,4550,1920,14,0.001211177437494593,11559
2006,4551,1920,10,6.014675808973896e-4,16626
2006,4550,1927,27,0.0023358422008824295,11559
2006,4551,1927,39,0.0023457235654998194,16626
2006,4550,2002,41,0.003547019638377022,11559
2006,4551,2002,63,0.0037892457596535546,16626
2006,4550,2011,87,0.007526602647287828,11559
2006,4551,2011,153,0.009202453987730062,16626
2007,4802,99,680,0.057118857622847546,11905
2007,4803,99,484,0.02945293007971764,16433
2007,4802,100,622,0.052246955060898784,11905
2007,4803,100,1036,0.06304387512931296,16433
2007,4802,101,523,0.04393112137757245,11905
2007,4803,101,770,0.04685693421773261,16433
2007,4802,105,41,0.0034439311213775724,11905
2007,4803,105,166,0.01010162477940729,16433
2007,4802,107,130,0.010919781604367913,11905
2007,4803,107,366,0.022272257043753425,16433
2007,4802,200,513,0.043091138177236456,11905
2007,4803,200,867,0.052759690865940484,16433
2007,4802,207,2,1.6799664006719866e-4,11905
2007,4803,207,13,7.910910971824987e-4,16433
2007,4802,209,36,0.0030239395212095757,11905
2007,4803,209,51,0.003103511227408264,16433
2007,4802,230,82,0.006887862242755145,11905
2007,4803,230,345,0.02099434065599708,16433
2007,4802,300,293,0.024611507769844602,11905
2007,4803,300,545,0.03316497292034321,16433
2007,4802,331,4,3.359932801343973e-4,11905
2007,4803,331,32,0.0019473011622953812,16433
2007,4802,400,2,1.6799664006719866e-4,11905
2007,4803,400,8,4.868252905738453e-4,16433
2007,4802,500,7019,0.5895842083158337,11905
2007,4803,500,8032,0.4887725917361407,16433
2007,4802,504,71,0.005963880722385552,11905
2007,4803,504,115,0.006998113551999027,16433
2007,4802,602,191,0.016043679126417472,11905
2007,4803,602,499,0.030365727499543603,16433
2007,4802,700,274,0.023015539689206214,11905
2007,4803,700,817,0.049717032799853955,16433
2007,4802,799,3,2.51994960100798e-4,11905
2007,4803,799,19,0.0011562100651128827,16433
2007,4802,800,10,8.399832003359933e-4,11905
2007,4803,800,24,0.001460475871721536,16433
2007,4802,801,5,4.1999160016799666e-4,11905
2007,4803,801,30,0.0018255948396519199,16433
2007,4802,1002,7,5.879882402351952e-4,11905
2007,4803,1002,24,0.001460475871721536,16433
2007,4802,1200,121,0.010163796724065519,11905
2007,4803,1200,125,0.007606645165216333,16433
2007,4802,1208,348,0.029231415371692566,11905
2007,4803,1208,733,0.044605367248828576,16433
2007,4802,1302,169,0.014195716085678286,11905
2007,4803,1302,233,0.014178786587963245,16433
2007,4802,1303,342,0.02872742545149097,11905
2007,4803,1303,592,0.036025071502464555,16433
2007,4802,1400,1,8.399832003359933e-5,11905
2007,4803,1400,3,1.82559483965192e-4,16433
2007,4802,1602,42,0.003527929441411172,11905
2007,4803,1602,43,0.0026166859368344187,16433
2007,4803,1707,1,6.085316132173066e-5,16433
2007,4802,1900,114,0.009575808483830323,11905
2007,4803,1900,94,0.005720197164242683,16433
2007,4802,1910,6,5.03989920201596e-4,11905
2007,4803,1910,32,0.0019473011622953812,16433
2007,4802,1920,8,6.719865602687946e-4,11905
2007,4803,1920,8,4.868252905738453e-4,16433
2007,4802,1927,49,0.004115917681646367,11905
2007,4803,1927,119,0.007241526197285949,16433
2007,4802,2002,37,0.0031079378412431752,11905
2007,4803,2002,62,0.0037728960019473012,16433
2007,4802,2010,2,1.6799664006719866e-4,11905
2007,4803,2010,2,1.2170632264346132e-4,16433
2007,4802,2011,65,0.005459890802183957,11905
2007,4803,2011,118,0.007180673035964218,16433
2007,4802,2500,93,0.007811843763124738,11905
2007,4803,2500,25,0.0015213290330432666,16433
2008,5200,99,582,0.048552598648535915,11987
2008,5201,99,1148,0.06700910576698575,17132
2008,5200,100,1197,0.09985817969466923,11987
2008,5201,100,1874,0.10938594443147327,17132
2008,5200,101,1210,0.10094268791190457,11987
2008,5201,101,2003,0.11691571328508055,17132
2008,5200,105,45,0.0037540669058146324,11987
2008,5201,105,109,0.006362362829792202,17132
2008,5200,107,200,0.01668474180362059,11987
2008,5201,107,495,0.028893299089423303,17132
2008,5200,200,671,0.05597730875114708,11987
2008,5201,200,1190,0.06946065841699743,17132
2008,5200,207,1,8.342370901810294e-5,11987
2008,5201,207,5,2.918515059537707e-4,17132
2008,5200,209,33,0.002752982397597397,11987
2008,5201,209,26,0.0015176278309596077,17132
2008,5200,230,99,0.008258947192792191,11987
2008,5201,230,298,0.017394349754844735,17132
2008,5200,300,164,0.013681488278968883,11987
2008,5201,300,266,0.015526500116740602,17132
2008,5200,331,8,6.673896721448235e-4,11987
